"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc46a1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp444"	"Stox2"	"	"	"	"	"Ubr7"	"	"	"Tmed5"	"	"	"	"	"	"	"Tiparp"	"	"	"	"	"	"	"	"	"	"	"Tnrc6b"	"	"	"	"	"Rbm4"	"	"	"Slc45a4"	"	"	"Ranbp3l"	"	"	"	"	"Slc25a22"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc4a7"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp446"	"Strip1"	"	"	"	"	"Ubtd1"	"	"	"Tmed8"	"	"	"	"	"	"	"Tm4sf1"	"	"	"	"	"	"	"	"	"	"	"Tnrc6c"	"	"	"	"	"Rbms2"	"	"	"Slc4a4"	"	"	"Rasgrp1"	"	"	"	"	"Slc25a23"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc4a8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp473"	"Stx16"	"	"	"	"	"Ucp3"	"	"	"Tmem104"	"	"	"	"	"	"	"Tm9sf3"	"	"	"	"	"	"	"	"	"	"	"Tob1"	"	"	"	"	"Rbpj"	"	"	"Slc4a8"	"	"	"Rasl10a"	"	"	"	"	"Slc25a42"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc5a3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp488"	"Stx2"	"	"	"	"	"Uggt1"	"	"	"Tmem109"	"	"	"	"	"	"	"Tmcc1"	"	"	"	"	"	"	"	"	"	"	"Tom1l2"	"	"	"	"	"Rcan3"	"	"	"Slc5a6"	"	"	"Rasl10b"	"	"	"	"	"Slc25a44"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc6a1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp511"	"Stxbp5"	"	"	"	"	"Ugt1a10"	"	"	"Tmem167b"	"	"	"	"	"	"	"Tmed10"	"	"	"	"	"	"	"	"	"	"	"Top1"	"	"	"	"	"Rcn1"	"	"	"Slc5a9"	"	"	"Raver2"	"	"	"	"	"Slc26a9"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc6a5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp518a"	"Styx"	"	"	"	"	"Ugt1a2"	"	"	"Tmem177"	"	"	"	"	"	"	"Tmed2"	"	"	"	"	"	"	"	"	"	"	"Tox"	"	"	"	"	"Rdh10"	"	"	"Slc6a1"	"	"	"Rbfox1"	"	"	"	"	"Slc27a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc6a8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp523"	"Sun3"	"	"	"	"	"Ugt1a6a"	"	"	"Tmem184b"	"	"	"	"	"	"	"Tmeff1"	"	"	"	"	"	"	"	"	"	"	"Tpd52"	"	"	"	"	"Rdh12"	"	"	"Slc6a15"	"	"	"Rbfox2"	"	"	"	"	"Slc28a3"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc7a1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp59"	"Surf4"	"	"	"	"	"Ugt1a6b"	"	"	"Tmem194"	"	"	"	"	"	"	"Tmem101"	"	"	"	"	"	"	"	"	"	"	"Tppp"	"	"	"	"	"Rdh13"	"	"	"Slc6a5"	"	"	"Rbm19"	"	"	"	"	"Slc2a3"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc7a14"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp62"	"Swt1"	"	"	"	"	"Uhrf1bp1"	"	"	"Tmem201"	"	"	"	"	"	"	"Tmem117"	"	"	"	"	"	"	"	"	"	"	"Tpsb2"	"	"	"	"	"Rdx"	"	"	"Slc7a11"	"	"	"Rbm33"	"	"	"	"	"Slc30a5"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc7a4"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp655"	"Syngr3"	"	"	"	"	"Ulk3"	"	"	"Tmem239"	"	"	"	"	"	"	"Tmem121"	"	"	"	"	"	"	"	"	"	"	"Trappc4"	"	"	"	"	"Reep1"	"	"	"Slc7a14"	"	"	"Rbm38"	"	"	"	"	"Slc32a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc7a8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp664"	"Sypl"	"	"	"	"	"Unc5c"	"	"	"Tmem25"	"	"	"	"	"	"	"Tmem161b"	"	"	"	"	"	"	"	"	"	"	"Trappc6b"	"	"	"	"	"Rffl"	"	"	"Slc7a2"	"	"	"Rbm4"	"	"	"	"	"Slc35b4"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc8a1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp687"	"Sytl1"	"	"	"	"	"Unc93a"	"	"	"Tmem254b"	"	"	"	"	"	"	"Tmem170"	"	"	"	"	"	"	"	"	"	"	"Trdn"	"	"	"	"	"Rfx5"	"	"	"Slc8a2"	"	"	"Rbms2"	"	"	"	"	"Slc35f1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slc9a8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp691"	"Sytl4"	"	"	"	"	"Uqcrfs1"	"	"	"Tmem254c"	"	"	"	"	"	"	"Tmem170b"	"	"	"	"	"	"	"	"	"	"	"Trib2"	"	"	"	"	"Rfx6"	"	"	"Slc9a4"	"	"	"Rbpj"	"	"	"	"	"Slc35f6"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slco2b1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp703"	"Tab3"	"	"	"	"	"Usf1"	"	"	"Tmem255a"	"	"	"	"	"	"	"Tmem175"	"	"	"	"	"	"	"	"	"	"	"Trim33"	"	"	"	"	"Rfxank"	"	"	"Slc9a9"	"	"	"Rcn1"	"	"	"	"	"Slc38a7"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Slx4ip"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp704"	"Taok1"	"	"	"	"	"Usp12"	"	"	"Tmem37"	"	"	"	"	"	"	"Tmem181a"	"	"	"	"	"	"	"	"	"	"	"Trim37"	"	"	"	"	"Rgp1"	"	"	"Slc9b2"	"	"	"Rdh10"	"	"	"	"	"Slc39a7"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smad3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp710"	"Tasp1"	"	"	"	"	"Usp2"	"	"	"Tmem55a"	"	"	"	"	"	"	"Tmem183a"	"	"	"	"	"	"	"	"	"	"	"Trit1"	"	"	"	"	"Rgr"	"	"	"Slco5a1"	"	"	"Rdh12"	"	"	"	"	"Slc41a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smad9"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp772"	"Tbc1d10b"	"	"	"	"	"Usp24"	"	"	"Tmem55b"	"	"	"	"	"	"	"Tmem194b"	"	"	"	"	"	"	"	"	"	"	"Trmt12"	"	"	"	"	"Rgs16"	"	"	"Slfn1"	"	"	"Rdh13"	"	"	"	"	"Slc48a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smarcd1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp827"	"Tbc1d15"	"	"	"	"	"Usp3"	"	"	"Tmem79"	"	"	"	"	"	"	"Tmem229a"	"	"	"	"	"	"	"	"	"	"	"Trp53inp1"	"	"	"	"	"Rgs17"	"	"	"Slmap"	"	"	"Rdx"	"	"	"	"	"Slc4a8"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smcr7l"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp871"	"Tbl1xr1"	"	"	"	"	"Usp35"	"	"	"Tmem87a"	"	"	"	"	"	"	"Tmem252"	"	"	"	"	"	"	"	"	"	"	"Trp53inp2"	"	"	"	"	"Rgs8"	"	"	"Smad5"	"	"	"Reep1"	"	"	"	"	"Slc50a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smek2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp952"	"Tbl2"	"	"	"	"	"Usp36"	"	"	"Tmod2"	"	"	"	"	"	"	"Tmem258"	"	"	"	"	"	"	"	"	"	"	"Trpc3"	"	"	"	"	"Rgs9bp"	"	"	"Smap2"	"	"	"Reps2"	"	"	"	"	"Slc6a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smg5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfyve1"	"Tbpl1"	"	"	"	"	"Usp37"	"	"	"Tmx4"	"	"	"	"	"	"	"Tmem26"	"	"	"	"	"	"	"	"	"	"	"Trpc4"	"	"	"	"	"Rhof"	"	"	"Smarcad1"	"	"	"Rffl"	"	"	"	"	"Slc6a17"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smg7"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfyve19"	"Tbx22"	"	"	"	"	"Usp38"	"	"	"Tnfrsf21"	"	"	"	"	"	"	"Tmem47"	"	"	"	"	"	"	"	"	"	"	"Trpc6"	"	"	"	"	"Rhoh"	"	"	"Smarcc1"	"	"	"Rfx5"	"	"	"	"	"Slc6a5"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smim20"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zmat2"	"Tcf4"	"	"	"	"	"Usp45"	"	"	"Tnfrsf22"	"	"	"	"	"	"	"Tmem56"	"	"	"	"	"	"	"	"	"	"	"Trps1"	"	"	"	"	"Rictor"	"	"	"Smarcd1"	"	"	"Rfx6"	"	"	"	"	"Slc6a8"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smoc1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Znrf1"	"Tcf7"	"	"	"	"	"Usp46"	"	"	"Tnfrsf23"	"	"	"	"	"	"	"Tmem87a"	"	"	"	"	"	"	"	"	"	"	"Trub1"	"	"	"	"	"Rimkla"	"	"	"Smcr7l"	"	"	"Rfxank"	"	"	"	"	"Slc7a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smurf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Znrf3"	"Tcfl5"	"	"	"	"	"Uvrag"	"	"	"Tnfsf15"	"	"	"	"	"	"	"Tmod2"	"	"	"	"	"	"	"	"	"	"	"Tsc22d2"	"	"	"	"	"Riok3"	"	"	"Smcr8"	"	"	"Rgp1"	"	"	"	"	"Slc7a11"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Smyd3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zscan26"	"Tcp11l1"	"	"	"	"	"Vac14"	"	"	"Tnni3k"	"	"	"	"	"	"	"Tnik"	"	"	"	"	"	"	"	"	"	"	"Tsc22d4"	"	"	"	"	"Rnase10"	"	"	"Smim13"	"	"	"Rgr"	"	"	"	"	"Slc7a14"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snap23"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zscan29"	"Tcp11l2"	"	"	"	"	"Vamp1"	"	"	"Tnrc6b"	"	"	"	"	"	"	"Tnpo1"	"	"	"	"	"	"	"	"	"	"	"Tspan12"	"	"	"	"	"Rnf115"	"	"	"Smim3"	"	"	"Rgs16"	"	"	"	"	"Slc7a5"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snhg11"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zswim5"	"Tdg"	"	"	"	"	"Vdr"	"	"	"Tob2"	"	"	"	"	"	"	"Tnrc6a"	"	"	"	"	"	"	"	"	"	"	"Tspan6"	"	"	"	"	"Rnf165"	"	"	"Smug1"	"	"	"Rgs17"	"	"	"	"	"Slc7a8"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snph"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zswim6"	"Tecrl"	"	"	"	"	"Vegfa"	"	"	"Tollip"	"	"	"	"	"	"	"Tnrc6b"	"	"	"	"	"	"	"	"	"	"	"Ttc13"	"	"	"	"	"Rnf170"	"	"	"Snai3"	"	"	"Rgs8"	"	"	"	"	"Slc8a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snrpa"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tenm3"	"	"	"	"	"Vmac"	"	"	"Tom1"	"	"	"	"	"	"	"Tnrc6c"	"	"	"	"	"	"	"	"	"	"	"Ttc14"	"	"	"	"	"Rnf20"	"	"	"Snap23"	"	"	"Rgs9bp"	"	"	"	"	"Slco2a1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snx1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tent2"	"	"	"	"	"Vps26b"	"	"	"Tom1l2"	"	"	"	"	"	"	"Tnxb"	"	"	"	"	"	"	"	"	"	"	"Ttc28"	"	"	"	"	"Rnf222"	"	"	"Snn"	"	"	"Rhof"	"	"	"	"	"Smad9"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snx10"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Terf1"	"	"	"	"	"Vps36"	"	"	"Tomm40l"	"	"	"	"	"	"	"Tomm5"	"	"	"	"	"	"	"	"	"	"	"Ttc9c"	"	"	"	"	"Rnf24"	"	"	"Sntn"	"	"	"Rhoh"	"	"	"	"	"Smap2"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Snx19"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tet1"	"	"	"	"	"Vps37b"	"	"	"Tox"	"	"	"	"	"	"	"Tomm70a"	"	"	"	"	"	"	"	"	"	"	"Ttn"	"	"	"	"	"Rnf38"	"	"	"Snx16"	"	"	"Rictor"	"	"	"	"	"Smarcc2"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Soat1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tex14"	"	"	"	"	"Vps37c"	"	"	"Tpd52"	"	"	"	"	"	"	"Tor1b"	"	"	"	"	"	"	"	"	"	"	"Ttpa"	"	"	"	"	"Rnf44"	"	"	"Snx30"	"	"	"Rimkla"	"	"	"	"	"Smarcd1"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Socs2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tex2"	"	"	"	"	"Vps4b"	"	"	"Tppp"	"	"	"	"	"	"	"Trim16"	"	"	"	"	"	"	"	"	"	"	"Ttpal"	"	"	"	"	"Rnf5"	"	"	"Snx5"	"	"	"Riok3"	"	"	"	"	"Smcr8"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Socs7"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tfdp1"	"	"	"	"	"Vwc2"	"	"	"Traf3"	"	"	"	"	"	"	"Trim30b"	"	"	"	"	"	"	"	"	"	"	"Tub"	"	"	"	"	"Rnf7"	"	"	"Soat2"	"	"	"Rnase10"	"	"	"	"	"Sncb"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sorcs1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tgfbr1"	"	"	"	"	"Wars"	"	"	"Traf6"	"	"	"	"	"	"	"Trim33"	"	"	"	"	"	"	"	"	"	"	"Twf1"	"	"	"	"	"Rnf8"	"	"	"Socs1"	"	"	"Rnf115"	"	"	"	"	"Snn"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sorcs2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Thbs2"	"	"	"	"	"Was"	"	"	"Trank1"	"	"	"	"	"	"	"Trim36"	"	"	"	"	"	"	"	"	"	"	"Twistnb"	"	"	"	"	"Rorc"	"	"	"Socs7"	"	"	"Rnf165"	"	"	"	"	"Snph"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sort1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tia1"	"	"	"	"	"Wbscr17"	"	"	"Trappc12"	"	"	"	"	"	"	"Trim44"	"	"	"	"	"	"	"	"	"	"	"Txndc12"	"	"	"	"	"Rpsa"	"	"	"Sod2"	"	"	"Rnf170"	"	"	"	"	"Snx17"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sowaha"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Timp2"	"	"	"	"	"Wdr1"	"	"	"Treh"	"	"	"	"	"	"	"Trim9"	"	"	"	"	"	"	"	"	"	"	"Txndc15"	"	"	"	"	"Rpusd2"	"	"	"Sorcs1"	"	"	"Rnf20"	"	"	"	"	"Snx22"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sowahb"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Timp3"	"	"	"	"	"Wdr35"	"	"	"Treml2"	"	"	"	"	"	"	"Trio"	"	"	"	"	"	"	"	"	"	"	"Tyw1"	"	"	"	"	"Rpusd3"	"	"	"Sowaha"	"	"	"Rnf222"	"	"	"	"	"Snx30"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sox13"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tm4sf1"	"	"	"	"	"Wdr52"	"	"	"Trim21"	"	"	"	"	"	"	"Trip12"	"	"	"	"	"	"	"	"	"	"	"U2surp"	"	"	"	"	"Rragd"	"	"	"Sox13"	"	"	"Rnf24"	"	"	"	"	"Snx31"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sox6"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tm9sf3"	"	"	"	"	"Wdr55"	"	"	"Trim26"	"	"	"	"	"	"	"Tro"	"	"	"	"	"	"	"	"	"	"	"Uba1"	"	"	"	"	"Rreb1"	"	"	"Sp8"	"	"	"Rnf38"	"	"	"	"	"Snx32"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tmcc1"	"	"	"	"	"Wdr73"	"	"	"Trp53i11"	"	"	"	"	"	"	"Trp53bp1"	"	"	"	"	"	"	"	"	"	"	"Uba6"	"	"	"	"	"Rrm2"	"	"	"Spag11b"	"	"	"Rnf39"	"	"	"	"	"Snx33"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sp140"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tmed10"	"	"	"	"	"Wipf2"	"	"	"Trp53inp2"	"	"	"	"	"	"	"Trp53inp1"	"	"	"	"	"	"	"	"	"	"	"Ubac1"	"	"	"	"	"Rrp1"	"	"	"Spata2"	"	"	"Rnf44"	"	"	"	"	"Socs7"	"	"	"	"	"	"
